,title,authors,blurb,citations,citation_rate,year,link
82,Automated detection of adverse events using natural language processing of discharge summaries,"['GB Melton', 'G Hripcsak']",Objective: To determine whether natural language processing (NLP) can effectively detect adverse events defined in the New York Patient Occurrence Reporting and Tracking System (NYPORTS) using discharge summaries. Design: An adverse event detection system for ,276,17.25,2005,https://academic.oup.com/jamia/article-abstract/12/4/448/927373
83,Natural language processing system and method for processing input information by predicting kind thereof,"['AR Suda', 'S Jeyachandran']","A natural language processing method, by which a sequence of natural language information is analyzed so as to derive a concept represented by the information. In this method, the input natural language information is sequentially processed as word by word ",275,13.095238095238095,2000,https://patents.google.com/patent/US6052656A/en
84,Graph-based natural language processing and information retrieval,"['R Mihalcea', 'D Radev']","Graph theory and the fields of natural language processing and information retrieval are well-studied disciplines. Traditionally, these areas have been perceived as distinct, with different algorithms, different applications and different potential end-users. However, recent ",269,26.9,2011,https://books.google.com/books?hl=en&lr=&id=kByP4X9c5AQC&oi=fnd&pg=PA1&dq=%22natural+language+processing%22&ots=_DJn3fcd3Q&sig=LLtRfK8QYaQq-6WGngtd1SM3Ask
85,Natural language processing interface,"['DW Potter', 'KR Powell', 'KW Humphreys']","Natural language processing involves the processing of a natural language input. A natural language 
input is generally language used by a person (as opposed to a computer language or other artificial 
language), including all of the idioms, assumptions and implications of an utterance in a natural ",262,20.153846153846153,2008,https://patents.google.com/patent/US7409337B1/en
86,The handbook of computational linguistics and natural language processing,"['A Clark', 'C Fox', 'S Lappin']","This comprehensive reference work provides an overview of the concepts, methodologies, and applications in computational linguistics and natural language processing (NLP). Features contributions by the top researchers in the field, reflecting the work that is driving ",259,32.375,2013,https://books.google.com/books?hl=en&lr=&id=zBmom42eWPcC&oi=fnd&pg=PA1978&dq=%22natural+language+processing%22&ots=N9Jaj6wBda&sig=hae0bJz7aPtypwr_mqjrkT4j4ys
87,Predicting judicial decisions of the European Court of Human Rights: A natural language processing perspective,"['N Aletras', 'D Tsarapatsanis', 'D Preoţiuc']","Abstract Recent advances in Natural Language Processing and Machine Learning provide us with the tools to build predictive models that can be used to unveil patterns driving judicial decisions. This can be useful, for both lawyers and judges, as an assisting tool to rapidly ",259,51.8,2016,https://peerj.com/articles/cs-93/?utm_source=mandiner&utm_medium=link&utm_campaign=mandiner_201912
88,"Natural language processing method by analyzing primitive sentences, logical clauses, clause types and verbal blocks",['N Daraselia'],"Methods for converting a natural language sentence into a set of primitive sentences. The method includes identifying ver bal blocks in the sentence, splitting the sentence into a set of logical clauses, determining a type of each clause wherein the type of each clause ",256,36.57142857142857,2014,https://patents.google.com/patent/US8706476B2/en
89,A broad-coverage natural language processing system.,['C Friedman'],"Natural language processing systems (NLP) that extract clinical information from textual reports were shown to be effective for limited domains and for particular applications. Because an NLP system typically requires substantial resources to develop, it is beneficial if ",255,12.142857142857142,2000,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2243979/
90,Natural language processing for a location-based services system,"['AF Pitts III', 'SL Dempsen', 'VW Che']",A method and system for providing natural language processing in a communication system is disclosed. A voice request is generated with a remote terminal that is transmitted to a base station. A speech recognition application is then used to identify a plurality of words that are ,254,19.53846153846154,2008,https://patents.google.com/patent/US7437295B2/en
91,"MedScan, a natural language processing engine for MEDLINE abstracts","['S Novichkova', 'S Egorov', 'N Daraselia']","Motivation: The importance of extracting biomedical information from scientific publications is well recognized. A number of information extraction systems for the biomedical domain have been reported, but none of them have become widely used in practical applications ",253,14.055555555555555,2003,https://academic.oup.com/bioinformatics/article-abstract/19/13/1699/224832
92,Syntactic n-grams as machine learning features for natural language processing,"['G Sidorov', 'F Velasquez', 'E Stamatatos']","In this paper we introduce and discuss a concept of syntactic n-grams (sn-grams). Sn-grams differ from traditional n-grams in the manner how we construct them, ie, what elements are considered neighbors. In case of sn-grams, the neighbors are taken by following syntactic ",251,35.857142857142854,2014,https://www.sciencedirect.com/science/article/pii/S0957417413006271
93,Natural language processing system and method for parsing a plurality of input symbol sequences into syntactically or pragmatically correct word messages,"['BR Baker', 'EH Nyberg']","Abstract A Natural Language Processing System utilizes a symbol parsing layer in combination with an intelligent word parsing layer to produce a syntactically or pragmatically correct output sentence or other word message. Initially, a plurality of polysemic symbol ",249,9.222222222222221,1994,https://patents.google.com/patent/US5299125A/en
94,Very deep convolutional networks for natural language processing,"['A Conneau', 'H Schwenk', 'L Barrault']","The dominant approach for many NLP tasks are recurrent neural networks, in particular LSTMs, and convolutional neural networks. However, these architectures are rather shallow in comparison to the deep convolutional networks which are very successful in computer ",247,49.4,2016,https://www.researchgate.net/profile/Loic_Barrault/publication/303822179_Very_Deep_Convolutional_Networks_for_Natural_Language_Processing/links/5772506308aeeec38953dd26/Very-Deep-Convolutional-Networks-for-Natural-Language-Processing.pdf
95,Convolutional neural networks over tree structures for programming language processing,"['L Mou', 'G Li', 'L Zhang', 'T Wang', 'Z Jin']"," Abstract Programming language processing (similar to natural language processing)
is a hot research topic in the field of software engineering; it has also aroused growing
in- terest in the artificial intelligence community. However  
",245,35.0,2014,https://arxiv.org/abs/1409.5718
